"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","t",,"956","1713313497666","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","950","1713313496594","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"951","1713313496595","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","951","1713313496714","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"952","1713313496716","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","i","","952","1713313496834","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"953","1713313496834","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","t","","953","1713313496961","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"954","1713313496962","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Backspace",,,"1713313497225","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","953","1713313497226","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","g","","953","1713313497331","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"954","1713313497332","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","h","","954","1713313497465","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"955","1713313497466","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","t","","955","1713313497666","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"956","1713313497666","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","    player_1_trail_straight = 
","","679","1713313505531","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","
    player_1_trail_straight = ","959","1713313505531","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Move Statement Up",,,"1713313505529","task1.py","1.1.5 for 2021-2022 @t1",,"Move Statement Up",,,,,
"File.Edit","    player_1_trail_straight = 
","","679","1713313505531","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","
    player_1_trail_straight = ","959","1713313505531","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","    
","","710","1713313509426","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","#","","714","1713313512180","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"715","1713313512181","task1.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","715","1713313512291","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"716","1713313512292","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Enter",,,"1713313509424","task1.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","710","1713313509426","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","#","","714","1713313512180","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"715","1713313512181","task1.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","715","1713313512292","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"716","1713313512292","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","#",,"715","1713313512181","task1.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"716","1713313512292","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","a",,"717","1713313512554","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","m",,"717","1713313513283","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"718","1713313513331","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","k",,"719","1713313513442","task1.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"X-Keystroke","i",,"720","1713313513603","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"721","1713313513650","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","g",,"722","1713313513690","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke"," ",,"723","1713313513795","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"724","1713313513898","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"725","1713313513987","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","s",,"726","1713313514052","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"727","1713313514186","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","s",,"728","1713313514370","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"729","1713313514474","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","f",,"730","1713313514634","task1.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","o",,"731","1713313514707","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","r",,"732","1713313514762","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke"," ",,"733","1713313514871","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"734","1713313514970","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"735","1713313515084","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","e",,"736","1713313515187","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","#",,"715","1713313512181","task1.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"716","1713313512292","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","a",,"717","1713313512554","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","m",,"717","1713313513283","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"718","1713313513331","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","k",,"719","1713313513442","task1.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"X-Keystroke","i",,"720","1713313513603","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"721","1713313513650","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","g",,"722","1713313513690","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke"," ",,"723","1713313513795","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","l",,"724","1713313513898","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","i",,"725","1713313513987","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","s",,"726","1713313514052","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"727","1713313514186","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","s",,"728","1713313514370","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"729","1713313514474","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","f",,"730","1713313514634","task1.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","o",,"731","1713313514706","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","r",,"732","1713313514762","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke"," ",,"733","1713313514871","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"734","1713313514970","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"735","1713313515084","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","e",,"736","1713313515187","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","a","","716","1713313512554","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"717","1713313512554","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Action","Backspace",,,"1713313513073","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","716","1713313513075","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","716","1713313513283","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"717","1713313513283","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","717","1713313513331","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"718","1713313513331","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","k","","718","1713313513442","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","k",,"719","1713313513442","task1.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"File.Edit","i","","719","1713313513602","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"720","1713313513603","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","720","1713313513650","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"721","1713313513650","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","g","","721","1713313513690","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"722","1713313513690","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit"," ","","722","1713313513795","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"723","1713313513795","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","l","","723","1713313513897","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"724","1713313513898","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","724","1713313513987","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"725","1713313513987","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","s","","725","1713313514051","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"726","1713313514052","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","726","1713313514186","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"727","1713313514186","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","s","","727","1713313514369","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"728","1713313514370","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","728","1713313514474","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"729","1713313514474","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","f","","729","1713313514633","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"730","1713313514634","task1.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","o","","730","1713313514706","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"731","1713313514707","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","r","","731","1713313514762","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"732","1713313514762","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit"," ","","732","1713313514871","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"733","1713313514871","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","733","1713313514970","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"734","1713313514970","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","734","1713313515084","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"735","1713313515084","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","e","","735","1713313515186","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"736","1713313515187","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","736","1713313515236","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"737","1713313515236","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","a","","716","1713313512554","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"717","1713313512554","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","","a","716","1713313513075","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","716","1713313513283","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"717","1713313513283","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","717","1713313513330","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"718","1713313513331","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","k","","718","1713313513442","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","k",,"719","1713313513442","task1.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"File.Edit","i","","719","1713313513602","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"720","1713313513603","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","720","1713313513650","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"721","1713313513650","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","g","","721","1713313513690","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"722","1713313513690","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit"," ","","722","1713313513795","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"723","1713313513795","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","l","","723","1713313513897","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"724","1713313513898","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","i","","724","1713313513986","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"725","1713313513987","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","s","","725","1713313514051","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"726","1713313514052","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","726","1713313514186","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"727","1713313514186","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","s","","727","1713313514369","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"728","1713313514370","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","728","1713313514474","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"729","1713313514474","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","f","","729","1713313514633","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"730","1713313514634","task1.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","o","","730","1713313514706","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"731","1713313514707","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","r","","731","1713313514762","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"732","1713313514762","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit"," ","","732","1713313514871","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"733","1713313514871","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","733","1713313514970","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"734","1713313514970","task1.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","h","","734","1713313515084","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"735","1713313515084","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","e","","735","1713313515186","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"736","1713313515187","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","736","1713313515236","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"737","1713313515236","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"737","1713313515236","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","v",,"738","1713313515746","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke"," ",,"737","1713313515236","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","v",,"738","1713313515746","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","v","","737","1713313515746","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"738","1713313515746","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Action","Backspace",,,"1713313516256","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","v","737","1713313516257","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","v","","737","1713313515746","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"738","1713313515746","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","","v","737","1713313516257","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","v",,"738","1713313519162","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","e",,"739","1713313519337","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","c",,"740","1713313519786","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","h",,"740","1713313520418","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","i",,"741","1713313520610","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","c",,"742","1713313520794","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","l",,"743","1713313520915","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","e",,"744","1713313520994","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"745","1713313521227","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","n",,"746","1713313521387","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","a",,"747","1713313521442","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","v",,"738","1713313519162","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","e",,"739","1713313519337","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","c",,"740","1713313519786","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","h",,"740","1713313520418","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","i",,"741","1713313520610","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","c",,"742","1713313520794","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","l",,"743","1713313520915","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","e",,"744","1713313520994","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke"," ",,"745","1713313521227","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","n",,"746","1713313521387","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","a",,"747","1713313521442","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","v","","737","1713313519161","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"738","1713313519162","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","e","","738","1713313519337","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"739","1713313519337","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","c","","739","1713313519784","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"740","1713313519786","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","","c","739","1713313520210","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","h","","739","1713313520417","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"740","1713313520418","task1.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","i","","740","1713313520610","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"741","1713313520610","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","c","","741","1713313520793","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"742","1713313520794","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","l","","742","1713313520914","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"743","1713313520915","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","e","","743","1713313520993","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"744","1713313520994","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","744","1713313521227","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"745","1713313521227","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","n","","745","1713313521386","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"746","1713313521387","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","a","","746","1713313521441","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"747","1713313521442","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","","a","746","1713313522170","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","v","","737","1713313519162","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"738","1713313519162","task1.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","e","","738","1713313519337","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"739","1713313519337","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","c","","739","1713313519784","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
